x,y,lon,lat
887275.0,1479912.5,126.28915479173361,33.30475938070846
927775.0,1507400.0,126.72193542670523,33.5561445428677
907330.0,1499875.0,126.50249108480419,33.486702220923135
921675.0,1476225.0,126.65894221847485,33.274553117772996
946500.0,1493700.0,126.92446357137236,33.43368489237769
898646.4285714285,1474417.857142857,126.41189676853342,33.256336980489586
892125.0,1497875.0,126.33909080545773,33.467241243388656
884025.0,1489945.0,126.2529623556443,33.39488470881155
930875.0,1496008.3333333333,126.75620794840219,33.45360982401697
911237.5,1472625.0,126.54722902495347,33.24127690071296
934025.0,1479625.0,126.79129962649475,33.306045041367
883550.0,1470400.0,126.25037275066887,33.218580834898624
922575.0,1495275.0,126.66697012252703,33.44642817628386
938200.0,1505475.0,126.83436770285557,33.539437885247025
894400.0,1486825.0,126.36486669513731,33.36781925565737
889875.0,1472508.3333333333,126.31797778228676,33.238257163208985
904015.0,1500835.0,126.46671024297628,33.4950673531854
897008.3333333334,1500008.3333333333,126.39138955962122,33.48696061051801
908748.5294117648,1503022.0588235294,126.51743766863542,33.515205361750475
882485.0,1489115.0,126.2365150779889,33.3872325993688
922341.6666666666,1506025.0,126.66352804518664,33.54336227075273
947508.3333333334,1496919.4444444445,126.93512224362516,33.46277184913412
876650.0,1484275.0,126.17445531930703,33.34293378805051
888853.5714285715,1495903.5714285714,126.30413566024203,33.44912873577806
936035.0,1500145.0,126.81143141519364,33.49123920914832
914958.3333333334,1478325.0,126.58662869812058,33.29298380700016
893000.0,1477775.0,126.35089209569283,33.28606710516485
938689.2857142856,1481660.7142857143,126.84126208936544,33.32468145114913
892575.0,1490003.5714285714,126.34487353784618,33.39630265600783
934550.0,1507375.0,126.7949178221113,33.55635623987047
900775.0,1495075.0,126.43247356888702,33.44282720834543
918225.0,1473900.0,126.62210945891026,33.25332796412408
919650.0,1494112.5,126.63560655488638,33.43572852993916
907910.7142857144,1473439.2857142857,126.51144138556859,33.24834203566671
889895.8333333334,1479987.5,126.3172922864049,33.30570684232246
932962.5,1494837.5,126.77875549659782,33.44318277162771
913175.0,1502975.0,126.56509916936635,33.515149830205516
931041.6666666666,1491375.0,126.75835671151539,33.41183257429741
888891.6666666666,1485025.0,126.30588824325127,33.35103157863759
912625.0,1473285.0,126.56205703667969,33.24734250232105
889580.2631578947,1497309.2105263155,126.3117800274677,33.461879622413065
915125.0,1496225.0,126.58673287690767,33.45443147277055
907241.6666666666,1503061.111111111,126.50121040900291,33.515427793870685
898764.4736842106,1473385.5263157894,126.41327912483152,33.2470381049345
919475.0,1499000.0,126.63328562656754,33.479794187481545
945303.5714285716,1498482.142857143,126.91130195298823,33.47675579372434
902800.0,1500800.0,126.45363631280536,33.49464196544095
895191.6666666666,1474908.3333333333,126.37475682815897,33.260430180540325
888300.0,1471212.5,126.30123525118942,33.226409477320786
931225.0,1507537.5,126.75908817621816,33.55761262218388
932408.3333333334,1504625.0,126.77205557612908,33.53142083751226
945650.0,1495475.0,126.91521254515587,33.44965132095411
924225.0,1489525.0,126.68520574994866,33.394687760967095
905925.0,1497825.0,126.4875846432157,33.46809211668517
886158.3333333334,1476841.6666666667,126.2775486618698,33.276949475017624
880815.0,1488495.0,126.21864566381484,33.381457638656556
925775.0,1476125.0,126.70297261319438,33.27394124810509
934075.0,1487975.0,126.79122681166123,33.38135832165504
881575.0,1472600.0,126.22889649250861,33.23820539908911
909678.3333333334,1502731.6666666667,126.52747749508427,33.51266551285548
883025.0,1485475.0,126.24279210457689,33.35446727978059
899387.5,1500075.0,126.41698757818543,33.48778824854315
940258.3333333334,1504125.0,126.85662645039754,33.527379371256686
906430.0,1500740.0,126.49271437426896,33.49442467116735
898525.0,1492825.0,126.40852446280515,33.42232573077843
887208.3333333334,1468991.6666666667,126.28979750482016,33.206268469103584
919325.0,1480025.0,126.6333715052369,33.308651746995466
925875.0,1498925.0,126.7021708457977,33.47958032952824
894900.0,1489462.5,126.36993282244909,33.39165343275788
899980.5555555555,1472591.6666666667,126.42641878049162,33.23999210356985
903175.0,1498008.3333333333,126.45797413924076,33.46950023064746
879008.3333333334,1486791.6666666667,126.19945521727045,33.365895803355755
894375.0,1471775.0,126.36635531045305,33.23209335212869
914175.0,1473050.0,126.57871614692866,33.2453474344226
911525.0,1495275.0,126.54809453574883,33.445572560256714
887900.0,1474075.0,126.29658960982098,33.25218217041791
938375.0,1497175.0,126.83682360652969,33.4645899504773
907144.2307692308,1501771.1538461538,126.50029518476599,33.50378616018389
933625.0,1497975.0,126.78565070815709,33.471521168011634
905603.5714285716,1499689.2857142857,126.48392972210124,33.48487643892917
884975.0,1491791.6666666667,126.26293927291533,33.41163958788612
929375.0,1493125.0,126.74029570938438,33.42750733617019
904475.0,1502289.2857142857,126.47150638880153,33.508223573143255
895755.0,1499645.0,126.37794307739145,33.48356268137907
905850.0,1471875.0,126.48948536100617,33.23405654551768
944125.0,1494400.0,126.89887172277386,33.439877175805876
894625.0,1478308.3333333333,126.36827842552894,33.291036907897514
905541.6666666666,1501208.3333333333,126.48310334834882,33.498570109069085
888525.0,1477725.0,126.30284870809867,33.285162661875134
947375.0,1497917.857142857,126.93362889837694,33.4717702445985
893675.0,1484725.0,126.35732228968646,33.34880983518753
882889.2857142857,1489860.7142857143,126.24076394504564,33.39400134392223
900741.6666666666,1473541.6666666667,126.43448315065577,33.24862988015451
894625.0,1491475.0,126.36674084049783,33.409775253496164
884875.0,1472075.0,126.26437607068503,33.2338278734208
910275.0,1500575.0,126.53411727327052,33.49326617916069
946875.0,1492687.5,126.92855737599287,33.42457149995897
890975.0,1484625.0,126.32832261126974,33.347637662338805
922907.1428571428,1505878.5714285714,126.6696309615437,33.54208267792954
893437.5,1498562.5,126.35313127123082,33.47357250043969
